stretch,Genotype
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
1,drm1-drm2_TyrAT
